Hour	Day	Month	Year	Tmean(C)	Prcp(mm)	Et0(mm)	RH
0	1	1	2018	3.9797	0.0	0.0	96.3
1	1	1	2018	3.8585	0.0	0.0021	86.425
2	1	1	2018	3.508	0.0	0.0072	80.52
3	1	1	2018	2.785	0.0	0.0122	74.165
4	1	1	2018	1.7762	0.0	0.019	66.2475
5	1	1	2018	1.0072	0.0	0.0193	64.335
6	1	1	2018	0.1578	0.0	0.0186	62.9275
7	1	1	2018	-0.058	0.0	0.0183	62.5425
8	1	1	2018	-0.4668	0.0	0.0862	62.125
9	1	1	2018	-0.4858	0.0	0.1081	59.705
10	1	1	2018	0.1545	0.0	0.1473	57.0825
11	1	1	2018	1.3495	0.0	0.1955	53.825
12	1	1	2018	2.1012	0.0	0.2048	50.935
13	1	1	2018	2.4435	0.0	0.2237	49.085
14	1	1	2018	3.3828	0.0	0.2709	46.645
15	1	1	2018	3.7275	0.0	0.2496	46.9475
16	1	1	2018	3.5	0.0	0.1746	48.72
17	1	1	2018	2.5788	0.0	0.0359	51.605
18	1	1	2018	1.1765	0.0	0.0199	56.5
19	1	1	2018	0.34	0.0	0.0211	56.6625
20	1	1	2018	-0.4327	0.0	0.0218	56.225
21	1	1	2018	-1.2832	0.0	0.0197	57.1675
22	1	1	2018	-2.0955	0.0	0.0171	58.54
23	1	1	2018	-2.807	0.0	0.0127	61.305
0	2	1	2018	-3.219	0.0	0.012	61.5325
1	2	1	2018	-3.6315	0.0	0.0116	62.115
2	2	1	2018	-4.1082	0.0	0.01	63.1925
3	2	1	2018	-4.567	0.0	0.0093	64.6725
4	2	1	2018	-5.0632	0.0	0.0079	66.31
5	2	1	2018	-5.5125	0.0	0.007	66.5575
6	2	1	2018	-5.9308	0.0	0.0056	68.74
7	2	1	2018	-6.1018	0.0	0.0052	69.4875
8	2	1	2018	-5.354	0.0	0.0656	61.9275
9	2	1	2018	-4.3012	0.0	0.1099	53.4675
10	2	1	2018	-2.5665	0.0	0.1863	40.04
11	2	1	2018	-0.7905	0.0	0.2523	31.39
12	2	1	2018	0.7642	0.0	0.2991	27.98
13	2	1	2018	1.7122	0.0	0.3115	27.0925
14	2	1	2018	2.621	0.0	0.3137	24.76
15	2	1	2018	3.3982	0.0	0.2869	23.39
16	2	1	2018	3.3735	0.0	0.2261	24.0025
17	2	1	2018	2.5862	0.0	0.0495	26.7125
18	2	1	2018	0.874	0.0	0.0268	31.4475
19	2	1	2018	-0.5088	0.0	0.0164	37.215
20	2	1	2018	-1.3005	0.0	0.014	40.18
21	2	1	2018	-1.807	0.0	0.0177	39.6175
22	2	1	2018	-2.0982	0.0	0.0181	40.115
23	2	1	2018	-2.3148	0.0	0.017	40.7725
0	3	1	2018	-3.326	0.0	0.0088	47.1575
1	3	1	2018	-3.383	0.0	0.0115	49.005
2	3	1	2018	-3.6022	0.0	0.0092	48.82
3	3	1	2018	-2.8145	0.0	0.015	48.01
4	3	1	2018	-2.1878	0.0	0.0196	42.7625
5	3	1	2018	-1.8782	0.0	0.0235	40.2125
6	3	1	2018	-1.6338	0.0	0.026	38.195
7	3	1	2018	-1.4585	0.0	0.0193	36.37
8	3	1	2018	-1.464	0.0	0.0903	40.945
9	3	1	2018	-1.617	0.0	0.1251	44.3025
10	3	1	2018	0.147	0.0	0.2185	38.41
11	3	1	2018	2.0198	0.0	0.2824	34.3225
12	3	1	2018	3.7925	0.0	0.3133	24.1175
13	3	1	2018	4.797	0.0	0.3104	19.995
14	3	1	2018	5.6982	0.0	0.3577	17.2675
15	3	1	2018	5.613	0.0	0.2741	16.4075
16	3	1	2018	5.5775	0.0	0.2665	16.4425
17	3	1	2018	4.7905	0.0	0.0712	17.7575
18	3	1	2018	2.6608	0.0	0.0383	23.835
19	3	1	2018	1.2928	0.0	0.012	32.9875
20	3	1	2018	-0.6193	0.0	0.0	45.9575
21	3	1	2018	-0.9082	0.0	0.0041	47.2425
22	3	1	2018	-0.884	0.0	0.0062	46.755
23	3	1	2018	-0.559	0.0	0.0111	47.4625
0	4	1	2018	-0.959	0.0	0.0124	49.9175
1	4	1	2018	-1.1388	0.0	0.0194	50.2575
2	4	1	2018	-1.284	0.0	0.0189	47.2125
3	4	1	2018	-1.7015	0.0	0.0149	44.83
4	4	1	2018	-2.2255	0.0	0.0151	44.9175
5	4	1	2018	-2.383	0.0	0.0132	43.5775
6	4	1	2018	-3.0315	0.0	0.0081	47.845
7	4	1	2018	-4.4135	0.0	0.0031	57.54
8	4	1	2018	-3.8255	0.0	0.0684	54.555
9	4	1	2018	-1.509	0.0	0.1623	46.4725
10	4	1	2018	0.268	0.0	0.2341	40.7475
11	4	1	2018	2.008	0.0	0.2879	35.3025
12	4	1	2018	3.5262	0.0	0.3384	29.5325
13	4	1	2018	4.7605	0.0	0.3586	26.88
14	4	1	2018	5.895	0.0	0.3751	24.1375
15	4	1	2018	6.3123	0.0	0.3693	22.915
16	4	1	2018	6.1482	0.0	0.2995	23.43
17	4	1	2018	5.151	0.0	0.0648	25.445
18	4	1	2018	3.1013	0.0	0.0403	30.4225
19	4	1	2018	2.3592	0.0	0.0411	32.2975
20	4	1	2018	1.7155	0.0	0.0293	34.23
21	4	1	2018	0.4338	0.0	0.0247	39.7825
22	4	1	2018	-0.0837	0.0	0.0289	38.545
23	4	1	2018	-0.7058	0.0	0.028	37.545
0	5	1	2018	-1.9148	0.0	0.0194	42.265
1	5	1	2018	-2.457	0.0	0.0169	41.805
2	5	1	2018	-3.1205	0.0	0.0103	42.9575
3	5	1	2018	-4.0917	0.0	0.0	50.9125
4	5	1	2018	-5.1798	0.0	0.0	60.2925
5	5	1	2018	-4.705	0.0	0.0063	50.6725
6	5	1	2018	-5.3178	0.0	0.0	55.6675
7	5	1	2018	-5.4525	0.0	0.001	56.9125
8	5	1	2018	-4.6645	0.0	0.0538	57.1025
9	5	1	2018	-3.2068	0.0	0.1159	45.43
10	5	1	2018	-1.3595	0.0	0.1952	35.7125
11	5	1	2018	1.1125	0.0	0.265	26.18
12	5	1	2018	3.2162	0.0	0.3042	19.5375
13	5	1	2018	4.814	0.0	0.3526	16.4175
14	5	1	2018	5.7068	0.0	0.2996	19.5
15	5	1	2018	6.781	0.0	0.2741	22.9125
16	5	1	2018	6.8795	0.0	0.1714	24.1675
17	5	1	2018	6.7152	0.0	0.0511	26.3625
18	5	1	2018	4.1742	0.0	0.0	36.9175
19	5	1	2018	1.7188	0.0	0.0	49.33
20	5	1	2018	-0.1007	0.0	0.0	66.1325
21	5	1	2018	-0.7755	0.0	0.0	71.555
22	5	1	2018	-1.529	0.0	0.0	74.25
23	5	1	2018	-2.1325	0.0	0.0	74.2175
0	6	1	2018	-2.9532	0.0	0.0	78.805
1	6	1	2018	-3.997	0.0	0.0	86.825
2	6	1	2018	-4.2693	0.0	0.0	85.075
3	6	1	2018	-5.2185	0.0	0.0	89.775
4	6	1	2018	-5.2838	0.0	0.0	89.4
5	6	1	2018	-5.5365	0.0	0.0	86.65
6	6	1	2018	-5.3802	0.0	0.0	88.25
7	6	1	2018	-5.9835	0.0	0.0	89.325
8	6	1	2018	-5.0287	0.0	0.0319	83.4825
9	6	1	2018	-1.002	0.0	0.1159	58.555
10	6	1	2018	2.5365	0.0	0.2276	39.315
11	6	1	2018	4.6848	0.0	0.2888	30.2825
12	6	1	2018	6.645	0.0	0.3469	25.935
13	6	1	2018	7.798	0.0	0.3338	24.51
14	6	1	2018	8.24	0.0	0.2794	24.865
15	6	1	2018	8.835	0.0	0.2875	24.74
16	6	1	2018	8.565	0.0	0.2381	26.255
17	6	1	2018	6.9155	0.0	0.0124	33.5525
18	6	1	2018	3.9898	0.0	0.0	48.6425
19	6	1	2018	1.7582	0.0	0.0	59.03
20	6	1	2018	0.0435	0.0	0.0	63.55
21	6	1	2018	-1.395	0.0	0.0	73.7475
22	6	1	2018	-2.2915	0.0	0.0	77.9825
23	6	1	2018	-3.0882	0.0	0.0	85.775
0	7	1	2018	-3.708	0.0	0.0	87.675
1	7	1	2018	-3.8612	0.0	0.0	87.35
2	7	1	2018	-3.7662	0.0	0.0	83.835
3	7	1	2018	-3.4842	0.0	0.0	79.38
4	7	1	2018	-4.3888	0.0	0.0	82.125
5	7	1	2018	-3.28	0.0	0.0	74.845
6	7	1	2018	-3.8468	0.0	0.0	78.53
7	7	1	2018	-4.2678	0.0	0.0	83.275
8	7	1	2018	-3.6152	0.0	0.0284	85.275
9	7	1	2018	1.2297	0.0	0.1186	68.1875
10	7	1	2018	4.3488	0.0	0.2145	52.69
11	7	1	2018	6.071	0.0	0.3011	37.365
12	7	1	2018	7.7952	0.0	0.3568	32.11
13	7	1	2018	8.89	0.0	0.3538	28.465
14	7	1	2018	9.8125	0.0	0.3455	25.955
15	7	1	2018	10.645	0.0	0.3042	25.42
16	7	1	2018	10.6225	0.0	0.1794	28.87
17	7	1	2018	9.1025	0.0	0.0347	36.7675
18	7	1	2018	7.6792	0.0	0.0182	45.37
19	7	1	2018	7.365	0.0	0.0187	52.46
20	7	1	2018	6.636	0.0	0.0136	58.4175
21	7	1	2018	6.5922	0.0	0.013	64.3175
22	7	1	2018	6.2032	0.0	0.0051	73.9075
23	7	1	2018	5.929	0.0	0.001	79.715
0	8	1	2018	5.1402	0.0	0.0	83.525
1	8	1	2018	4.6158	0.0	0.0	82.175
2	8	1	2018	4.3142	0.0	0.0013	79.3425
3	8	1	2018	3.962	0.0	0.0014	78.3025
4	8	1	2018	3.0525	0.0	0.0	81.075
5	8	1	2018	2.1532	0.0	0.0	84.95
6	8	1	2018	2.7098	0.0	0.0	80.215
7	8	1	2018	2.861	0.0	0.0029	76.52
8	8	1	2018	2.6835	0.0	0.0499	75.0525
9	8	1	2018	3.4598	0.0	0.0882	70.075
10	8	1	2018	4.6375	0.0	0.1281	65.49
11	8	1	2018	7.31	0.0	0.1406	64.405
12	8	1	2018	9.2825	0.0	0.1093	65.49
13	8	1	2018	10.76	0.0	0.1061	65.0175
14	8	1	2018	12.185	0.0	0.1155	65.1925
15	8	1	2018	13.56	0.0	0.1262	64.3725
16	8	1	2018	13.9225	0.0	0.1008	65.64
17	8	1	2018	13.855	0.0	0.0367	67.3825
18	8	1	2018	13.3675	0.0	0.0228	69.8775
19	8	1	2018	13.19	0.0	0.0212	71.9525
20	8	1	2018	13.1675	0.0	0.0207	74.445
21	8	1	2018	13.3475	0.0	0.0207	76.155
22	8	1	2018	13.54	0.0	0.0204	77.5325
23	8	1	2018	13.87	0.0	0.017	81.0275
0	9	1	2018	13.72	0.0	0.0119	85.6
1	9	1	2018	13.3425	0.0	0.0023	92.825
2	9	1	2018	13.37	0.0	0.0	95.875
3	9	1	2018	13.5325	0.0	0.0	96.85
4	9	1	2018	13.59	0.0	0.0	96.775
5	9	1	2018	13.45	0.0	0.0	97.475
6	9	1	2018	13.5075	0.0	0.0	98.125
7	9	1	2018	13.575	0.0	0.0	98.525
8	9	1	2018	13.705	0.0	0.0111	98.85
9	9	1	2018	13.915	0.0	0.0318	98.7
10	9	1	2018	14.2675	0.0	0.0622	97.85
11	9	1	2018	15.575	0.0	0.1469	90.7
12	9	1	2018	17.22	0.0	0.2828	81.385
13	9	1	2018	18.8975	0.0	0.3638	71.9675
14	9	1	2018	19.6625	0.0	0.3324	67.83
15	9	1	2018	19.28	0.0	0.2967	70.645
16	9	1	2018	18.41	0.0	0.137	75.565
17	9	1	2018	18.2375	0.0	0.0316	76.765
18	9	1	2018	17.4025	0.0	0.0	85.9
19	9	1	2018	17.1675	0.0	0.0	88.275
20	9	1	2018	17.195	0.0	0.0	89.95
21	9	1	2018	17.14	0.0	0.0	89.575
22	9	1	2018	16.4725	0.0	0.0	90.125
23	9	1	2018	15.685	0.0	0.0	92.8
0	10	1	2018	15.4075	0.0	0.0	94.225
1	10	1	2018	14.89	0.0	0.0	95.9
2	10	1	2018	14.2375	0.0	0.0	96.95
3	10	1	2018	14.045	0.0	0.0	96.575
4	10	1	2018	13.8775	0.0	0.0	96.1
5	10	1	2018	13.45	0.0	0.0	97.05
6	10	1	2018	13.195	0.0	0.0	97.7
7	10	1	2018	13.245	0.0	0.0	98.325
8	10	1	2018	13.475	0.0	0.0205	98.525
9	10	1	2018	14.4525	0.0	0.0558	95.9
10	10	1	2018	15.7375	0.0	0.1179	92.4
11	10	1	2018	18.67	0.0	0.2856	80.565
12	10	1	2018	20.4875	0.0	0.2748	72.885
13	10	1	2018	21.26	0.0	0.2312	71.0375
14	10	1	2018	21.6875	0.0	0.1876	69.1975
15	10	1	2018	21.69	0.0	0.1779	69.695
16	10	1	2018	21.73	0.0	0.1477	70.06
17	10	1	2018	21.02	0.0	0.0943	73.0975
18	10	1	2018	19.88	0.0	0.0248	79.405
19	10	1	2018	18.995	0.0	0.0167	84.125
20	10	1	2018	18.415	0.0	0.0144	87.35
21	10	1	2018	18.4675	0.0	0.013	89.25
22	10	1	2018	18.3325	0.0	0.0087	91.125
23	10	1	2018	17.525	0.0	0.0	98.3
0	11	1	2018	17.395	0.0	0.0	99.575
1	11	1	2018	17.385	0.254	0.0	99.65
2	11	1	2018	17.4025	0.0	0.0	99.725
3	11	1	2018	17.4025	0.0	0.0	99.775
4	11	1	2018	17.34	0.254	0.0	99.9
5	11	1	2018	17.3725	0.0	0.0	99.9
6	11	1	2018	17.4375	0.0	0.0	99.9
7	11	1	2018	17.445	0.254	0.0	99.9
8	11	1	2018	17.58	0.0	0.0095	99.9
9	11	1	2018	18.05	0.0	0.0483	99.9
10	11	1	2018	18.625	0.0	0.0656	99.9
11	11	1	2018	19.2575	0.0	0.0987	98.625
12	11	1	2018	20.285	0.0	0.1853	92.725
13	11	1	2018	21.145	0.0	0.1665	86.225
14	11	1	2018	21.9125	0.0	0.2283	82.045
15	11	1	2018	23.045	0.0	0.3157	74.7625
16	11	1	2018	23.7525	0.254	0.2231	70.46
17	11	1	2018	23.0175	0.0	0.0191	72.9125
18	11	1	2018	20.19	0.0	0.0	87.4
19	11	1	2018	19.7175	0.0	0.0	89.0
20	11	1	2018	18.8175	0.0	0.0	92.0
21	11	1	2018	17.5825	0.0	0.0	96.1
22	11	1	2018	17.3775	0.0	0.0	98.075
23	11	1	2018	17.625	0.0	0.0	97.625
0	12	1	2018	17.6525	0.0	0.0	97.125
1	12	1	2018	17.6625	0.0	0.0	97.175
2	12	1	2018	17.6275	0.0	0.0	97.8
3	12	1	2018	17.66	0.0	0.0	96.375
4	12	1	2018	17.48	0.0	0.0	95.7
5	12	1	2018	16.945	0.0	0.0	98.775
6	12	1	2018	16.7775	1.016	0.0	99.2
7	12	1	2018	16.43	9.144	0.0	98.0
8	12	1	2018	15.4575	4.064	0.0056	98.25
9	12	1	2018	15.8475	1.778	0.0142	99.125
10	12	1	2018	15.9525	0.254	0.0233	98.675
11	12	1	2018	16.285	0.254	0.0425	96.65
12	12	1	2018	16.3275	0.762	0.022	97.275
13	12	1	2018	16.665	0.508	0.1499	95.275
14	12	1	2018	18.285	0.0	0.2698	82.735
15	12	1	2018	18.915	0.0	0.2871	73.07
16	12	1	2018	19.3525	0.0	0.2199	69.9225
17	12	1	2018	17.68	0.508	0.0221	77.16
18	12	1	2018	15.9	0.0	0.0089	85.05
19	12	1	2018	13.7075	0.0	0.0215	81.1975
20	12	1	2018	11.395	0.0	0.0167	82.275
21	12	1	2018	9.5775	0.0	0.0124	83.5
22	12	1	2018	8.0635	0.0	0.0083	84.675
23	12	1	2018	6.9098	0.0	0.0114	82.075
0	13	1	2018	5.4605	0.0	0.0105	80.575
1	13	1	2018	4.4738	0.0	0.011	80.725
2	13	1	2018	3.5085	0.0	0.0112	79.7525
3	13	1	2018	2.3678	0.0	0.0114	77.8575
4	13	1	2018	1.3358	0.0	0.0115	75.6125
5	13	1	2018	-0.363	0.0	0.0127	72.8
6	13	1	2018	-1.1565	0.0	0.0077	73.55
7	13	1	2018	-1.4868	0.0	0.0036	77.9925
8	13	1	2018	-1.137	0.0	0.0579	76.235
9	13	1	2018	-0.2295	0.0	0.1086	69.1225
10	13	1	2018	0.6815	0.0	0.143	66.225
11	13	1	2018	1.5545	0.0	0.1705	64.0375
12	13	1	2018	2.3785	0.0	0.1988	62.28
13	13	1	2018	3.2968	0.0	0.2196	60.5375
14	13	1	2018	5.0062	0.0	0.2791	56.0125
15	13	1	2018	6.4695	0.0	0.2687	52.2875
16	13	1	2018	7.192	0.0	0.2303	50.7475
17	13	1	2018	6.7402	0.0	0.0507	51.865
18	13	1	2018	5.0582	0.0	0.03	56.9275
19	13	1	2018	3.866	0.0	0.0277	60.3075
20	13	1	2018	2.6958	0.0	0.0246	62.285
21	13	1	2018	1.4475	0.0	0.0167	66.875
22	13	1	2018	0.3855	0.0	0.0099	69.795
23	13	1	2018	-0.3932	0.0	0.0053	71.5175
0	14	1	2018	-1.452	0.0	0.0011	76.3825
1	14	1	2018	-1.7988	0.0	0.0036	76.855
2	14	1	2018	-2.2407	0.0	0.0004	78.0875
3	14	1	2018	-2.6503	0.0	0.0	79.82
4	14	1	2018	-2.8723	0.0	0.0	79.0725
5	14	1	2018	-3.283	0.0	0.0	80.4875
6	14	1	2018	-3.478	0.0	0.0	80.975
7	14	1	2018	-3.8148	0.0	0.0	81.325
8	14	1	2018	-3.5278	0.0	0.0458	79.9475
9	14	1	2018	-1.8725	0.0	0.1094	71.205
10	14	1	2018	0.2415	0.0	0.1748	62.8325
11	14	1	2018	2.4843	0.0	0.2349	55.7425
12	14	1	2018	4.4838	0.0	0.2812	50.9825
13	14	1	2018	6.1995	0.0	0.3043	47.1375
14	14	1	2018	7.6512	0.0	0.2979	44.67
15	14	1	2018	8.405	0.0	0.2782	42.295
16	14	1	2018	8.6425	0.0	0.2284	38.855
17	14	1	2018	8.2082	0.0	0.0563	41.3325
18	14	1	2018	5.723	0.0	0.0102	52.81
19	14	1	2018	2.9888	0.0	0.0	68.9225
20	14	1	2018	1.5685	0.0	0.0	76.2075
21	14	1	2018	0.523	0.0	0.0	83.95
22	14	1	2018	-0.297	0.0	0.0	87.75
23	14	1	2018	-0.3782	0.0	0.0	93.775
0	15	1	2018	-0.2325	0.0	0.0	89.6
1	15	1	2018	-0.8865	0.0	0.0	93.025
2	15	1	2018	-1.8695	0.0	0.0	95.325
3	15	1	2018	-2.1618	0.0	0.0	96.2
4	15	1	2018	-2.4645	0.0	0.0	95.225
5	15	1	2018	-2.8685	0.0	0.0	97.475
6	15	1	2018	-2.7585	0.0	0.0	95.575
7	15	1	2018	-2.9685	0.0	0.0	96.5
8	15	1	2018	-2.238	0.0	0.0296	92.95
9	15	1	2018	0.8285	0.0	0.103	80.5775
10	15	1	2018	4.2547	0.0	0.1967	64.215
11	15	1	2018	6.7068	0.0	0.2958	49.7875
12	15	1	2018	8.528	0.0	0.362	38.9
13	15	1	2018	10.03	0.0	0.3742	36.1125
14	15	1	2018	11.2475	0.0	0.3578	33.84
15	15	1	2018	11.9	0.0	0.3183	33.8825
16	15	1	2018	12.045	0.0	0.2168	33.9675
17	15	1	2018	11.415	0.0	0.0526	38.4525
18	15	1	2018	8.5152	0.0	0.006	50.91
19	15	1	2018	6.0445	0.0	0.0	62.785
20	15	1	2018	4.5428	0.0	0.0	71.29
21	15	1	2018	2.7902	0.0	0.0	84.1
22	15	1	2018	1.6438	0.0	0.0	88.475
23	15	1	2018	1.1708	0.0	0.0	89.075
0	16	1	2018	0.5185	0.0	0.0	92.4
1	16	1	2018	0.271	0.0	0.0	93.0
2	16	1	2018	-0.6552	0.0	0.0	95.225
3	16	1	2018	-0.843	0.0	0.0	95.35
4	16	1	2018	-1.5082	0.0	0.0	97.275
5	16	1	2018	-1.9548	0.0	0.0	98.575
6	16	1	2018	-2.1237	0.0	0.0	99.35
7	16	1	2018	-2.0755	0.0	0.0	98.7
8	16	1	2018	-1.674	0.0	0.0279	98.775
9	16	1	2018	3.494	0.0	0.1095	81.395
10	16	1	2018	7.254	0.0	0.2298	59.77
11	16	1	2018	10.42	0.0	0.3251	46.9675
12	16	1	2018	12.595	0.0	0.3557	39.955
13	16	1	2018	13.8225	0.0	0.3076	35.845
14	16	1	2018	14.42	0.0	0.2624	33.275
15	16	1	2018	14.935	0.0	0.1962	33.2525
16	16	1	2018	14.855	0.0	0.091	36.445
17	16	1	2018	13.2275	0.0	0.01	49.78
18	16	1	2018	10.595	0.0	0.0	61.695
19	16	1	2018	8.5372	0.0	0.0	70.44
20	16	1	2018	6.9705	0.0	0.0	75.7
21	16	1	2018	6.789	0.0	0.0	77.4675
22	16	1	2018	7.4465	0.0	0.0113	70.54
23	16	1	2018	7.0845	0.0	0.0096	72.8525
0	17	1	2018	7.2788	0.0	0.0094	79.69
1	17	1	2018	6.3218	0.0	0.0055	84.35
2	17	1	2018	5.2672	0.0	0.0084	80.8075
3	17	1	2018	4.683	0.0	0.0082	79.5475
4	17	1	2018	3.924	0.0	0.0106	77.9175
5	17	1	2018	2.7487	0.0	0.0112	77.1275
6	17	1	2018	1.6695	0.0	0.011	78.3225
7	17	1	2018	-0.056	0.0	0.0026	88.15
8	17	1	2018	-1.371	0.0	0.0102	95.125
9	17	1	2018	-2.204	0.0	0.0133	97.1
10	17	1	2018	-2.2615	0.0	0.0698	88.65
11	17	1	2018	-1.4432	1.524	0.1222	82.005
12	17	1	2018	-0.0748	0.0	0.2036	67.0325
13	17	1	2018	1.287	0.0	0.2657	52.0625
14	17	1	2018	1.571	0.0	0.2778	45.5025
15	17	1	2018	1.2538	0.0	0.2681	39.4
16	17	1	2018	0.5172	0.0	0.2286	35.6425
17	17	1	2018	-0.597	0.0	0.1523	38.45
18	17	1	2018	-2.0685	0.0	0.0258	42.815
19	17	1	2018	-2.6652	0.0	0.0289	41.5325
20	17	1	2018	-3.3768	0.0	0.0218	45.4825
21	17	1	2018	-3.7892	0.0	0.0175	50.4775
22	17	1	2018	-4.0212	0.0	0.0163	53.2025
23	17	1	2018	-4.4158	0.0	0.0152	55.47
0	18	1	2018	-4.406	0.0	0.0173	55.01
1	18	1	2018	-4.7015	0.0	0.015	57.005
2	18	1	2018	-5.1032	0.0	0.0135	58.83
3	18	1	2018	-5.4855	0.0	0.0125	61.1375
4	18	1	2018	-5.8888	0.0	0.0086	62.6175
5	18	1	2018	-6.306	0.0	0.0063	64.7025
6	18	1	2018	-6.812	0.0	0.0005	67.1975
7	18	1	2018	-7.1265	0.0	0.0023	70.12
8	18	1	2018	-6.571	0.0	0.0549	68.39
9	18	1	2018	-4.7242	0.0	0.1152	58.615
10	18	1	2018	-2.525	0.0	0.1715	48.5525
11	18	1	2018	-0.158	0.0	0.23	40.6625
12	18	1	2018	2.1445	0.0	0.2865	34.3025
13	18	1	2018	4.2932	0.0	0.3262	28.18
14	18	1	2018	6.0255	0.0	0.3268	24.195
15	18	1	2018	7.6172	0.0	0.3015	21.36
16	18	1	2018	8.19	0.0	0.2349	21.32
17	18	1	2018	8.075	0.0	0.0689	22.145
18	18	1	2018	5.2012	0.0	0.0	32.7625
19	18	1	2018	2.171	0.0	0.0	44.3725
20	18	1	2018	0.725	0.0	0.0	55.5675
21	18	1	2018	-0.8148	0.0	0.0	70.265
22	18	1	2018	-1.7102	0.0	0.0	73.28
23	18	1	2018	-2.2322	0.0	0.0	78.755
0	19	1	2018	-1.7655	0.0	0.0	67.3675
1	19	1	2018	-1.9482	0.0	0.0	61.97
2	19	1	2018	-2.737	0.0	0.0	67.7225
3	19	1	2018	-3.7772	0.0	0.0	79.835
4	19	1	2018	-4.2838	0.0	0.0	82.725
5	19	1	2018	-4.7037	0.0	0.0	88.025
6	19	1	2018	-5.1682	0.0	0.0	90.175
7	19	1	2018	-5.726	0.0	0.0	91.875
8	19	1	2018	-4.765	0.0	0.0271	90.925
9	19	1	2018	-0.416	0.0	0.1029	73.05
10	19	1	2018	3.7935	0.0	0.2103	47.99
11	19	1	2018	7.036	0.0	0.3167	29.9825
12	19	1	2018	9.3	0.0	0.3892	22.265
13	19	1	2018	11.2675	0.0	0.4121	17.7375
14	19	1	2018	12.9975	0.0	0.4084	14.3
15	19	1	2018	13.8125	0.0	0.3522	13.1125
16	19	1	2018	14.125	0.0	0.2523	13.175
17	19	1	2018	13.5225	0.0	0.0771	15.905
18	19	1	2018	9.5198	0.0	0.0	30.6975
19	19	1	2018	6.1745	0.0	0.0	41.705
20	19	1	2018	3.492	0.0	0.0	60.695
21	19	1	2018	2.5038	0.0	0.0	60.4475
22	19	1	2018	1.4015	0.0	0.0	67.085
23	19	1	2018	0.754	0.0	0.0	67.465
0	20	1	2018	-0.1272	0.0	0.0	73.235
1	20	1	2018	-0.706	0.0	0.0	74.3825
2	20	1	2018	-1.3955	0.0	0.0	79.3225
3	20	1	2018	-1.9115	0.0	0.0	83.7
4	20	1	2018	-2.2108	0.0	0.0	85.525
5	20	1	2018	-2.4435	0.0	0.0	89.625
6	20	1	2018	-2.5058	0.0	0.0	89.475
7	20	1	2018	-2.7062	0.0	0.0	92.1
8	20	1	2018	-1.6502	0.0	0.0243	90.475
9	20	1	2018	3.3825	0.0	0.1128	70.675
10	20	1	2018	7.6972	0.0	0.2158	43.235
11	20	1	2018	11.2775	0.0	0.3486	26.3225
12	20	1	2018	13.5025	0.0	0.4317	25.8975
13	20	1	2018	14.8275	0.0	0.4603	32.3725
14	20	1	2018	15.61	0.0	0.424	35.25
15	20	1	2018	16.1175	0.0	0.3073	36.0275
16	20	1	2018	16.4425	0.0	0.1601	38.0975
17	20	1	2018	15.33	0.0	0.0247	43.51
18	20	1	2018	12.45	0.0	0.0013	55.4725
19	20	1	2018	11.1925	0.0	0.0	60.205
20	20	1	2018	9.695	0.0	0.0	66.305
21	20	1	2018	8.8225	0.0	0.0	70.1825
22	20	1	2018	8.6275	0.0	0.0	71.765
23	20	1	2018	8.2175	0.0	0.0	74.4475
0	21	1	2018	7.9228	0.0	0.0	75.05
1	21	1	2018	7.0842	0.0	0.0	82.215
2	21	1	2018	6.5808	0.0	0.0	83.775
3	21	1	2018	6.3228	0.0	0.0	84.95
4	21	1	2018	6.0262	0.0	0.0	86.3
5	21	1	2018	4.554	0.0	0.0	93.175
6	21	1	2018	3.653	0.0	0.0	95.55
7	21	1	2018	2.9108	0.0	0.0	97.875
8	21	1	2018	3.3132	0.0	0.0327	97.025
9	21	1	2018	9.553	0.0	0.1487	67.775
10	21	1	2018	13.48	0.0	0.2747	51.7675
11	21	1	2018	16.1175	0.0	0.3782	43.865
12	21	1	2018	17.6975	0.0	0.4381	41.2525
13	21	1	2018	19.02	0.0	0.4564	38.255
14	21	1	2018	19.8175	0.0	0.4272	37.3125
15	21	1	2018	20.4225	0.0	0.3674	36.295
16	21	1	2018	20.5975	0.0	0.262	36.27
17	21	1	2018	19.785	0.0	0.057	39.0975
18	21	1	2018	15.55	0.0	0.0	52.8725
19	21	1	2018	12.7875	0.0	0.0	61.85
20	21	1	2018	10.4575	0.0	0.0	72.1
21	21	1	2018	8.7125	0.0	0.0	81.54
22	21	1	2018	7.9012	0.0	0.0	84.725
23	21	1	2018	7.2837	0.0	0.0	88.075
0	22	1	2018	7.058	0.0	0.0	89.325
1	22	1	2018	6.5458	0.0	0.0	90.725
2	22	1	2018	6.0762	0.0	0.0	93.075
3	22	1	2018	6.565	0.0	0.0	90.325
4	22	1	2018	8.6632	0.0	0.0	85.9
5	22	1	2018	11.3825	0.0	0.0	82.075
6	22	1	2018	11.3025	0.0	0.0	86.85
7	22	1	2018	11.5775	0.0	0.0	89.5
8	22	1	2018	12.8175	0.0	0.0357	93.475
9	22	1	2018	14.68	0.0	0.0493	95.35
10	22	1	2018	16.0225	0.0	0.1094	92.1
11	22	1	2018	17.5625	0.0	0.1266	88.95
12	22	1	2018	19.255	0.0	0.2139	84.7025
13	22	1	2018	20.695	0.0	0.2157	76.4475
