Hour	Day	Month	Year	Tmean(C)	Prcp(mm)	Et0(mm)	RH
18	14	12	2018	17.615	4.826	0.0	99.125
19	14	12	2018	17.465	5.588	0.0	99.725
20	14	12	2018	17.225	1.016	0.0	99.8
21	14	12	2018	16.8	0.762	0.0	99.3
22	14	12	2018	16.3375	0.254	0.0	97.825
23	14	12	2018	16.2	0.0	0.0	97.075
0	15	12	2018	16.0375	0.254	0.0	95.775
1	15	12	2018	15.185	1.27	0.0	95.05
2	15	12	2018	14.2575	1.016	0.0	98.25
3	15	12	2018	13.885	0.0	0.0	98.75
4	15	12	2018	13.5525	0.762	0.0	96.775
5	15	12	2018	13.005	0.254	0.0	97.075
6	15	12	2018	12.535	0.0	0.0	97.275
7	15	12	2018	11.5825	0.0	0.0	99.075
8	15	12	2018	11.06	0.0	0.0309	99.9
9	15	12	2018	12.9075	0.0	0.1122	96.675
10	15	12	2018	13.8475	0.0	0.1723	82.0875
11	15	12	2018	14.0825	0.0	0.1659	79.855
12	15	12	2018	14.2175	0.0	0.1548	80.0625
13	15	12	2018	15.3125	0.0	0.2891	76.6025
14	15	12	2018	16.0025	0.0	0.2422	69.84
15	15	12	2018	16.0475	0.0	0.1933	66.1825
16	15	12	2018	15.335	0.0	0.0477	67.875
17	15	12	2018	14.0775	0.0	0.0242	73.0925
18	15	12	2018	12.2375	0.0	0.0	80.34
19	15	12	2018	11.5775	0.0	0.0	83.875
20	15	12	2018	11.8525	0.0	0.0	83.325
21	15	12	2018	11.815	0.0	0.0	83.9
22	15	12	2018	11.42	0.0	0.0	87.2
23	15	12	2018	10.79	0.0	0.0	92.525
0	16	12	2018	10.1975	0.0	0.0	95.1
1	16	12	2018	10.66	0.0	0.0	91.35
2	16	12	2018	10.525	0.0	0.0	91.6
3	16	12	2018	10.3275	0.0	0.0	90.15
4	16	12	2018	10.1875	0.0	0.0	90.775
5	16	12	2018	9.2975	0.0	0.0	95.475
6	16	12	2018	9.0825	0.0	0.0	97.225
7	16	12	2018	8.445	0.0	0.0	98.925
8	16	12	2018	8.8825	0.0	0.0435	98.875
9	16	12	2018	10.145	0.0	0.1169	91.2
10	16	12	2018	10.7875	0.0	0.1552	83.65
11	16	12	2018	10.8075	0.0	0.1498	81.675
12	16	12	2018	10.7875	0.0	0.1185	82.025
13	16	12	2018	10.595	0.0	0.0876	83.3
14	16	12	2018	10.88	0.0	0.0976	84.15
15	16	12	2018	11.405	0.0	0.0753	80.4675
16	16	12	2018	11.57	0.0	0.0516	81.05
17	16	12	2018	11.7025	0.0	0.0116	81.7
18	16	12	2018	11.6025	0.0	0.0062	82.225
19	16	12	2018	11.4925	0.0	0.0048	83.05
20	16	12	2018	11.495	0.0	0.0089	83.35
21	16	12	2018	11.5975	0.0	0.0109	83.625
22	16	12	2018	11.315	0.0	0.0072	85.525
23	16	12	2018	10.48	0.0	0.0026	88.0
0	17	12	2018	9.355	0.0	0.0	91.525
1	17	12	2018	8.104	0.0	0.0	97.55
2	17	12	2018	8.3075	0.0	0.0	98.325
3	17	12	2018	8.37	0.0	0.0	97.325
4	17	12	2018	8.305	0.0	0.0	97.375
5	17	12	2018	8.014	0.0	0.0	97.325
6	17	12	2018	7.8388	0.0	0.0	97.8
7	17	12	2018	7.5378	0.0	0.0	98.75
8	17	12	2018	7.8648	0.0	0.0294	98.675
9	17	12	2018	8.915	0.0	0.0726	94.95
10	17	12	2018	10.15	0.0	0.1205	87.925
11	17	12	2018	11.325	0.0	0.1573	79.42
12	17	12	2018	12.5025	0.0	0.2553	72.985
13	17	12	2018	14.6875	0.0	0.34	63.08
14	17	12	2018	16.5675	0.0	0.3335	52.6275
15	17	12	2018	17.6775	0.0	0.3198	46.6025
16	17	12	2018	17.8625	0.0	0.2183	46.8175
17	17	12	2018	16.5425	0.0	0.0328	51.58
18	17	12	2018	12.96	0.0	0.0	67.4075
19	17	12	2018	10.1475	0.0	0.0	82.74
20	17	12	2018	8.65	0.0	0.0	90.875
21	17	12	2018	7.6368	0.0	0.0	97.625
22	17	12	2018	7.763	0.0	0.0	93.625
23	17	12	2018	7.1952	0.0	0.0	94.35
0	18	12	2018	6.3655	0.0	0.0	96.425
1	18	12	2018	5.615	0.0	0.0	99.725
2	18	12	2018	5.8918	0.0	0.0	97.775
3	18	12	2018	6.227	0.0	0.0	94.875
4	18	12	2018	5.7085	0.0	0.0	95.6
5	18	12	2018	4.8072	0.0	0.0	97.875
6	18	12	2018	4.467	0.0	0.0	99.425
7	18	12	2018	3.247	0.0	0.0	99.325
8	18	12	2018	4.0145	0.0	0.0406	99.925
9	18	12	2018	7.1525	0.0	0.1165	92.125
10	18	12	2018	9.7425	0.0	0.2173	73.6
11	18	12	2018	12.3025	0.0	0.3056	59.635
12	18	12	2018	14.695	0.0	0.3671	49.755
13	18	12	2018	16.06	0.0	0.3866	43.1925
14	18	12	2018	17.5575	0.0	0.364	38.1375
15	18	12	2018	18.4775	0.0	0.2788	32.6725
16	18	12	2018	18.6625	0.0	0.144	35.4925
17	18	12	2018	16.3525	0.0	0.0	51.205
18	18	12	2018	12.1725	0.0	0.0	69.315
19	18	12	2018	9.81	0.0	0.0	78.07
20	18	12	2018	8.7075	0.0	0.0	85.625
21	18	12	2018	8.138	0.0	0.0	90.6
22	18	12	2018	7.688	0.0	0.0	92.775
23	18	12	2018	7.0778	0.0	0.0	95.3
0	19	12	2018	6.5185	0.0	0.0	96.725
1	19	12	2018	6.5972	0.0	0.0	99.025
2	19	12	2018	6.5332	0.0	0.0	99.575
3	19	12	2018	6.7848	0.0	0.0	99.625
4	19	12	2018	7.0648	0.0	0.0	99.15
5	19	12	2018	7.4382	0.0	0.0	97.1
6	19	12	2018	7.8868	0.0	0.0	93.325
7	19	12	2018	8.3575	0.0	0.0	89.325
8	19	12	2018	9.49	0.0	0.0279	83.85
9	19	12	2018	10.2125	0.0	0.0637	83.425
10	19	12	2018	11.56	0.0	0.129	77.9325
11	19	12	2018	13.4775	0.0	0.203	66.845
12	19	12	2018	14.68	0.0	0.2023	62.635
13	19	12	2018	15.715	0.0	0.2103	58.275
14	19	12	2018	16.0075	0.0	0.1712	56.495
15	19	12	2018	15.7475	0.0	0.0838	58.46
16	19	12	2018	15.2075	0.0	0.0621	62.9975
17	19	12	2018	14.465	0.0	0.0128	68.29
18	19	12	2018	13.66	0.0	0.0109	72.83
19	19	12	2018	13.1325	0.0	0.0115	77.0575
20	19	12	2018	12.73	0.0	0.0031	80.27
21	19	12	2018	12.8725	0.0	0.0039	80.725
22	19	12	2018	12.7825	0.0	0.0033	80.925
23	19	12	2018	12.8475	0.0	0.0042	81.7
0	20	12	2018	12.885	0.0	0.0028	83.825
1	20	12	2018	12.075	2.286	0.0	96.35
2	20	12	2018	11.7825	0.254	0.0	99.9
3	20	12	2018	12.155	4.064	0.0	99.25
4	20	12	2018	12.615	1.016	0.0	99.175
5	20	12	2018	12.5525	2.54	0.0	99.575
6	20	12	2018	12.535	1.27	0.0	99.9
7	20	12	2018	12.685	0.762	0.0	99.9
8	20	12	2018	13.1825	1.778	0.0011	99.9
9	20	12	2018	13.325	2.032	0.0203	99.9
10	20	12	2018	14.105	0.762	0.0457	99.9
11	20	12	2018	14.8025	0.254	0.0395	99.9
12	20	12	2018	15.4	0.254	0.0595	98.325
13	20	12	2018	15.9775	0.0	0.0717	95.65
14	20	12	2018	15.845	0.0	0.0594	92.375
15	20	12	2018	15.2775	0.254	0.0467	94.575
16	20	12	2018	15.17	0.508	0.0191	96.9
17	20	12	2018	14.925	0.0	0.0022	99.15
18	20	12	2018	14.825	0.254	0.0	99.225
19	20	12	2018	14.705	0.762	0.0001	98.95
20	20	12	2018	14.55	0.0	0.0009	98.325
21	20	12	2018	14.6325	0.508	0.0004	98.9
22	20	12	2018	14.9425	0.254	-0.0	99.25
23	20	12	2018	14.525	0.254	0.0038	96.375
0	21	12	2018	14.1525	0.254	0.0014	98.225
1	21	12	2018	14.2875	0.254	0.0052	95.95
2	21	12	2018	13.0225	0.254	0.008	93.375
3	21	12	2018	12.6025	1.27	0.0016	98.025
4	21	12	2018	12.645	3.302	0.0006	98.825
5	21	12	2018	12.0475	0.254	0.0065	95.2
6	21	12	2018	11.2725	0.254	0.0099	92.775
7	21	12	2018	10.745	0.0	0.011	92.075
8	21	12	2018	10.0575	0.254	0.0251	94.875
9	21	12	2018	9.105	0.254	0.0767	88.825
10	21	12	2018	8.0692	1.016	0.0578	91.675
11	21	12	2018	7.941	0.762	0.0598	93.4
12	21	12	2018	7.8205	0.0	0.0604	90.2
13	21	12	2018	7.7812	0.0	0.0582	88.575
14	21	12	2018	7.2538	0.0	0.0462	91.45
15	21	12	2018	7.3445	0.0	0.0627	86.775
16	21	12	2018	7.2718	0.0	0.0579	86.15
17	21	12	2018	7.1598	0.0	0.0158	85.575
18	21	12	2018	7.2452	0.0	0.0172	83.725
19	21	12	2018	7.1972	0.0	0.0181	82.825
20	21	12	2018	7.0788	0.0	0.017	82.975
21	21	12	2018	7.0435	0.0	0.0191	81.25
22	21	12	2018	7.0545	0.0	0.0209	79.51
23	21	12	2018	6.8935	0.0	0.0232	77.7525
0	22	12	2018	6.8415	0.0	0.0226	76.3575
1	22	12	2018	6.662	0.0	0.0243	74.5575
2	22	12	2018	6.327	0.0	0.0211	75.5
3	22	12	2018	6.344	0.0	0.0221	76.18
4	22	12	2018	6.2453	0.0	0.021	76.6575
5	22	12	2018	6.105	0.0	0.0197	77.09
6	22	12	2018	5.9492	0.0	0.0207	76.725
7	22	12	2018	5.7745	0.0	0.0214	76.66
8	22	12	2018	5.7438	0.0	0.0445	78.955
9	22	12	2018	6.1168	0.0	0.0959	77.305
10	22	12	2018	7.087	0.0	0.199	69.8125
11	22	12	2018	8.4475	0.0	0.269	63.945
12	22	12	2018	9.77	0.0	0.3125	58.08
13	22	12	2018	11.1125	0.0	0.3402	51.8975
14	22	12	2018	12.185	0.0	0.3195	47.0925
15	22	12	2018	12.945	0.0	0.2881	45.5225
16	22	12	2018	13.1	0.0	0.1735	44.8675
17	22	12	2018	12.225	0.0	0.0187	52.955
18	22	12	2018	8.6828	0.0	0.0	73.775
19	22	12	2018	6.8698	0.0	0.0	84.75
20	22	12	2018	5.774	0.0	0.0	90.95
21	22	12	2018	4.7922	0.0	0.0	96.1
22	22	12	2018	4.2475	0.0	0.0	95.475
23	22	12	2018	3.4122	0.0	0.0	97.2
0	23	12	2018	2.953	0.0	0.0	98.925
1	23	12	2018	2.5253	0.0	0.0	99.8
2	23	12	2018	2.4008	0.0	0.0	99.975
3	23	12	2018	2.4438	0.0	0.0	100.0
4	23	12	2018	1.6672	0.0	0.0	100.0
5	23	12	2018	1.3055	0.0	0.0	100.0
6	23	12	2018	1.0395	0.0	0.0	100.0
7	23	12	2018	0.724	0.0	0.0	100.0
8	23	12	2018	2.025	0.0	0.0331	100.0
9	23	12	2018	6.3142	0.0	0.1045	97.15
10	23	12	2018	10.24	0.0	0.2059	77.715
11	23	12	2018	13.7775	0.0	0.3129	61.8975
12	23	12	2018	16.2775	0.0	0.3804	61.9325
13	23	12	2018	18.055	0.0	0.4045	61.1775
14	23	12	2018	19.1125	0.0	0.4273	57.935
15	23	12	2018	19.505	0.0	0.3694	57.4075
16	23	12	2018	19.455	0.0	0.2591	58.05
17	23	12	2018	18.085	0.0	0.0411	64.13
18	23	12	2018	15.4225	0.0	0.0	77.45
19	23	12	2018	14.2225	0.0	0.0	82.375
20	23	12	2018	13.445	0.0	0.0	85.3
21	23	12	2018	12.755	0.0	0.0	87.85
22	23	12	2018	12.0425	0.0	0.0	90.4
23	23	12	2018	11.165	0.0	0.0	92.925
0	24	12	2018	11.605	0.0	0.0	92.05
1	24	12	2018	11.565	0.0	0.0	91.625
2	24	12	2018	9.895	0.0	0.0	97.125
3	24	12	2018	8.805	0.0	0.0	99.2
4	24	12	2018	7.666	0.0	0.0	99.95
5	24	12	2018	6.8155	0.0	0.0	100.0
6	24	12	2018	7.274	0.0	0.0	100.0
7	24	12	2018	8.0548	0.0	0.0	97.4
8	24	12	2018	8.052	0.0	0.0512	92.4
9	24	12	2018	8.775	0.0	0.1328	81.4425
10	24	12	2018	9.9075	0.0	0.2345	69.025
11	24	12	2018	11.085	0.0	0.2878	60.73
12	24	12	2018	12.73	0.0	0.3538	52.4075
13	24	12	2018	14.2175	0.0	0.3702	44.5125
14	24	12	2018	14.91	0.0	0.3058	39.7525
15	24	12	2018	15.265	0.0	0.2429	39.885
16	24	12	2018	15.4825	0.0	0.1682	38.7275
17	24	12	2018	13.46	0.0	0.0	50.535
18	24	12	2018	9.335	0.0	0.0	75.165
19	24	12	2018	7.478	0.0	0.0	79.185
20	24	12	2018	5.9168	0.0	0.0	87.525
21	24	12	2018	4.911	0.0	0.0	89.4
22	24	12	2018	4.115	0.0	0.0	97.9
23	24	12	2018	3.5265	0.0	0.0	99.5
0	25	12	2018	2.9218	0.0	0.0	99.875
1	25	12	2018	2.3022	0.0	0.0	99.975
2	25	12	2018	2.099	0.0	0.0	100.0
3	25	12	2018	1.5962	0.0	0.0	100.0
4	25	12	2018	1.1388	0.0	0.0	100.0
5	25	12	2018	0.8242	0.0	0.0	100.0
6	25	12	2018	1.032	0.0	0.0	100.0
7	25	12	2018	1.6842	0.0	0.0	99.85
8	25	12	2018	1.8665	0.0	0.025	99.8
9	25	12	2018	4.886	0.0	0.0923	92.875
10	25	12	2018	9.0375	0.0	0.1849	80.815
11	25	12	2018	13.035	0.0	0.2943	62.98
12	25	12	2018	15.7675	0.0	0.3518	50.9125
13	25	12	2018	16.5975	0.0	0.3629	50.6075
14	25	12	2018	17.44	0.0	0.2943	49.9075
15	25	12	2018	17.8975	0.0	0.2527	49.9675
16	25	12	2018	17.425	0.0	0.1721	50.9725
17	25	12	2018	16.305	0.0	0.0079	58.4175
18	25	12	2018	12.59	0.0	0.0	76.535
19	25	12	2018	11.4325	0.0	0.0	79.705
20	25	12	2018	10.5	0.0	0.0	79.9475
21	25	12	2018	8.5507	0.0	0.0	87.325
22	25	12	2018	7.7045	0.0	0.0	92.775
23	25	12	2018	7.6518	0.0	0.0	90.625
0	26	12	2018	7.5798	0.0	0.0	86.525
1	26	12	2018	7.0422	0.0	0.0	87.1
2	26	12	2018	6.1652	0.0	0.0	91.575
3	26	12	2018	5.6005	0.0	0.0	94.65
4	26	12	2018	5.0358	0.0	0.0	96.375
5	26	12	2018	4.8922	0.0	0.0	94.125
6	26	12	2018	4.9228	0.0	0.0	94.4
7	26	12	2018	5.297	0.0	0.0	93.275
8	26	12	2018	5.8135	0.0	0.0412	94.2
9	26	12	2018	8.998	0.0	0.1179	86.7
10	26	12	2018	12.5225	0.0	0.2432	70.0875
11	26	12	2018	14.75	0.0	0.3415	57.6025
12	26	12	2018	15.785	0.0	0.3992	53.0375
13	26	12	2018	16.9625	0.0	0.3776	47.1
14	26	12	2018	17.7325	0.0	0.3883	40.115
15	26	12	2018	17.7475	0.0	0.2865	38.275
16	26	12	2018	17.1925	0.0	0.1796	41.14
17	26	12	2018	15.6175	0.0	0.0338	50.6525
18	26	12	2018	14.185	0.0	0.0156	57.8325
19	26	12	2018	13.7425	0.0	0.0128	61.035
20	26	12	2018	12.52	0.0	0.0033	67.01
21	26	12	2018	12.79	0.0	0.0052	66.995
22	26	12	2018	13.025	0.0	0.0137	65.295
23	26	12	2018	12.635	0.0	0.0083	69.89
0	27	12	2018	11.8825	0.0	0.0082	74.4875
1	27	12	2018	11.8125	0.0	0.0	78.0175
2	27	12	2018	11.63	0.0	0.0	81.38
3	27	12	2018	11.245	0.0	0.001	84.925
4	27	12	2018	11.5775	0.0	0.0	86.225
5	27	12	2018	11.825	0.0	0.0	87.85
6	27	12	2018	12.0875	0.0	0.0	88.825
7	27	12	2018	12.115	0.0	0.0	89.875
8	27	12	2018	12.435	0.0	0.0361	90.25
9	27	12	2018	13.4525	0.0	0.0818	87.75
10	27	12	2018	15.2125	0.0	0.1689	82.625
11	27	12	2018	16.84	0.0	0.1786	78.585
12	27	12	2018	18.0475	0.0	0.2312	75.4725
13	27	12	2018	20.4075	0.0	0.3092	68.945
14	27	12	2018	21.3125	0.0	0.284	67.695
15	27	12	2018	20.4975	0.0	0.1689	73.4325
16	27	12	2018	20.85	0.0	0.0473	73.7625
17	27	12	2018	20.535	0.0	0.0134	76.7025
18	27	12	2018	19.975	0.0	0.0	80.5525
19	27	12	2018	19.27	0.0	0.0	84.5
20	27	12	2018	18.6775	0.0	0.0	88.15
21	27	12	2018	18.57	0.0	0.0	90.95
22	27	12	2018	18.9725	0.0	0.0	91.7
23	27	12	2018	19.1925	0.0	0.0	90.825
0	28	12	2018	19.2275	0.0	0.0	90.05
1	28	12	2018	19.585	0.0	0.0014	89.075
2	28	12	2018	19.9625	0.0	0.0044	88.55
3	28	12	2018	20.145	0.0	0.0045	89.1
4	28	12	2018	20.33	0.0	0.0022	90.05
5	28	12	2018	20.5175	0.0	0.0006	91.0
6	28	12	2018	20.845	0.0	0.0	91.35
7	28	12	2018	21.0975	0.0	0.0	92.075
8	28	12	2018	20.8075	0.0	0.0287	95.275
9	28	12	2018	21.2825	0.0	0.0703	93.15
10	28	12	2018	21.735	0.0	0.0832	91.35
11	28	12	2018	21.89	0.0	0.0904	91.075
12	28	12	2018	21.71	0.0	0.0835	93.175
13	28	12	2018	21.6325	1.016	0.0512	94.8
14	28	12	2018	18.6875	13.462	0.0288	97.075
15	28	12	2018	18.14	0.254	0.0386	99.6
16	28	12	2018	18.17	1.778	0.0116	99.5
17	28	12	2018	17.86	1.016	-0.0	99.875
18	28	12	2018	17.5975	3.556	0.0	99.9
19	28	12	2018	17.1225	4.318	0.0	99.9
20	28	12	2018	16.92	3.556	0.0	99.9
21	28	12	2018	16.835	1.778	0.0	99.9
22	28	12	2018	16.68	0.254	0.0	99.9
23	28	12	2018	16.5725	0.0	0.0	99.9
0	29	12	2018	16.58	0.508	0.0	99.675
1	29	12	2018	16.5775	0.0	0.0	99.5
2	29	12	2018	16.5125	0.0	0.0	99.85
3	29	12	2018	16.4875	0.0	0.0	99.9
4	29	12	2018	16.1675	0.0	0.0	99.9
5	29	12	2018	16.1675	0.0	0.0	99.9
6	29	12	2018	16.295	0.0	0.0	99.9
7	29	12	2018	16.285	0.0	0.0	99.9
8	29	12	2018	16.3325	0.0	0.0103	99.9
9	29	12	2018	16.745	0.254	0.0554	99.9
10	29	12	2018	17.3225	0.0	0.0713	99.575
11	29	12	2018	18.0625	0.0	0.1158	96.175
12	29	12	2018	18.505	0.0	0.0699	92.25
13	29	12	2018	18.8	0.0	0.0823	90.825
14	29	12	2018	19.005	0.0	0.0984	90.4
15	29	12	2018	19.25	0.0	0.0531	89.575
16	29	12	2018	19.335	0.0	0.0468	89.2
17	29	12	2018	19.1275	0.0	0.0	91.775
18	29	12	2018	18.7175	0.0	0.0	94.2
19	29	12	2018	18.355	0.0	0.0	95.475
20	29	12	2018	18.165	0.0	0.0	96.1
21	29	12	2018	17.9525	0.0	0.0	96.45
22	29	12	2018	17.7225	0.0	0.0	97.25
23	29	12	2018	17.4725	0.0	0.0	98.675
0	30	12	2018	17.66	0.0	0.0	98.9
1	30	12	2018	18.0375	0.762	0.0	99.55
2	30	12	2018	18.295	2.54	0.0	99.9
3	30	12	2018	18.51	0.0	0.0	99.9
4	30	12	2018	18.565	0.0	0.0	99.9
5	30	12	2018	18.61	0.254	0.0	99.9
6	30	12	2018	18.79	0.0	0.0	99.9
7	30	12	2018	18.7975	0.0	0.0	99.9
8	30	12	2018	19.0375	0.0	0.0105	99.9
9	30	12	2018	19.3475	0.0	0.029	99.9
10	30	12	2018	19.5975	0.0	0.0603	99.9
11	30	12	2018	19.6975	0.0	0.0654	99.9
12	30	12	2018	19.945	0.0	0.076	99.9
13	30	12	2018	20.3175	0.0	0.074	98.7
14	30	12	2018	21.18	0.0	0.0998	93.15
15	30	12	2018	22.29	0.0	0.1388	86.35
16	30	12	2018	22.8575	0.0	0.0999	83.4
17	30	12	2018	22.295	0.0	0.0019	88.3
18	30	12	2018	21.0525	0.0	0.0	95.575
19	30	12	2018	20.0775	0.0	0.0	98.9
20	30	12	2018	19.665	0.0	0.0	99.85
21	30	12	2018	19.5325	0.0	0.0	99.9
22	30	12	2018	19.81	0.0	0.0	99.9
23	30	12	2018	19.81	0.0	0.0	99.875
0	31	12	2018	19.6175	0.0	0.0	99.175
1	31	12	2018	18.91	0.0	0.0	99.75
2	31	12	2018	18.815	0.0	0.0	99.575
3	31	12	2018	18.745	0.0	0.0	97.875
4	31	12	2018	18.835	0.0	0.0	97.15
5	31	12	2018	19.1425	0.0	0.0	97.8
6	31	12	2018	19.3575	0.0	0.0	98.7
7	31	12	2018	19.645	0.0	0.0	99.7
8	31	12	2018	20.0975	0.0	0.0181	98.05
9	31	12	2018	20.795	0.0	0.0863	93.475
10	31	12	2018	21.6875	0.0	0.1803	87.25
11	31	12	2018	23.15	0.0	0.3276	78.6025
12	31	12	2018	23.2075	0.0	0.2129	74.6925
13	31	12	2018	22.74	0.0	0.1876	74.1475
14	31	12	2018	23.675	0.0	0.2792	69.61
15	31	12	2018	23.1825	0.0	0.1883	70.485
16	31	12	2018	23.2075	0.0	0.1873	68.955
17	31	12	2018	22.675	0.0	0.0527	71.5375
18	31	12	2018	21.675	0.0	0.0343	75.7625
19	31	12	2018	21.09	0.0	0.0284	79.1775
20	31	12	2018	20.4625	0.0	0.011	83.575
21	31	12	2018	20.1225	0.0	0.0022	86.675
22	31	12	2018	19.6625	0.0	0.0	90.075
23	31	12	2018	19.47	0.0	0.0	91.75
0	1	1	2019	19.49	0.0	0.0	92.7
0	1	1	2019	19.69	0.0	0.0	92.9
1	1	1	2019	19.94	0.0	0.0	93.625
2	1	1	2019	20.0175	0.0	0.0	94.975
3	1	1	2019	20.06	0.0	0.0	96.0
4	1	1	2019	20.2825	0.0	0.0	96.225
5	1	1	2019	20.4475	0.0	0.0	96.075
6	1	1	2019	20.41	0.0	0.0	95.875
7	1	1	2019	20.1975	0.0	0.0	96.7
8	1	1	2019	20.34	0.0	0.0296	97.425
9	1	1	2019	21.25	0.0	0.0955	93.55
10	1	1	2019	22.5025	0.0	0.2314	86.275
11	1	1	2019	23.3025	0.0	0.2246	82.45
12	1	1	2019	23.4875	0.0	0.1998	82.05
13	1	1	2019	24.465	0.0	0.31	78.1275
14	1	1	2019	25.5725	0.0	0.363	71.82
15	1	1	2019	26.0875	0.0	0.2883	67.54
16	1	1	2019	26.0075	0.0	0.2304	67.7225
17	1	1	2019	24.7375	0.0	0.0268	74.8125
18	1	1	2019	22.725	0.0	0.0	83.875
19	1	1	2019	21.27	0.0	0.0	89.925
20	1	1	2019	21.1625	0.0	0.0	92.225
21	1	1	2019	21.145	0.0	0.0	90.025
22	1	1	2019	19.9925	0.0	0.0	94.625
23	1	1	2019	19.32	0.0	0.0	98.525
0	2	1	2019	19.66	0.0	0.0	99.5
1	2	1	2019	19.835	0.0	0.0	99.45
2	2	1	2019	19.9275	0.0	0.0	98.25
3	2	1	2019	19.945	0.0	0.0	96.35
4	2	1	2019	19.7825	0.0	0.0	96.675
5	2	1	2019	19.5475	0.0	0.0	98.175
6	2	1	2019	19.53	0.0	0.0	97.875
7	2	1	2019	19.44	0.0	0.0	96.825
8	2	1	2019	19.545	0.0	0.0352	96.225
9	2	1	2019	20.22	0.0	0.1364	90.2
10	2	1	2019	20.5	0.0	0.147	87.275
11	2	1	2019	21.045	0.0	0.2213	82.375
12	2	1	2019	20.96	0.0	0.2053	80.975
13	2	1	2019	21.335	0.0	0.2425	79.0475
14	2	1	2019	21.7175	0.0	0.1938	78.21
15	2	1	2019	22.555	0.0	0.2014	74.97
16	2	1	2019	22.9925	0.0	0.107	72.2275
17	2	1	2019	21.93	0.0	0.0	80.31
18	2	1	2019	20.185	0.0	0.0	85.975
19	2	1	2019	19.1225	0.0	0.0	88.6
20	2	1	2019	18.5825	0.0	0.0	90.05
21	2	1	2019	17.7875	0.0	0.0	94.525
22	2	1	2019	17.815	0.0	0.0	95.05
23	2	1	2019	17.845	0.0	0.0	96.6
0	3	1	2019	17.4475	0.0	0.0	98.2
1	3	1	2019	16.92	0.0	0.0	99.575
2	3	1	2019	16.1	0.0	0.0	99.875
3	3	1	2019	15.585	0.0	0.0	99.9
4	3	1	2019	15.65	0.0	0.0	99.9
5	3	1	2019	16.0625	0.0	0.0	99.9
6	3	1	2019	16.3875	0.0	0.0	99.9
7	3	1	2019	16.6975	0.0	0.0	99.9
8	3	1	2019	17.3625	0.0	0.0113	99.9
9	3	1	2019	18.26	0.0	0.0248	99.9
10	3	1	2019	18.9425	0.0	0.0483	99.5
11	3	1	2019	19.68	0.0	0.0369	97.0
12	3	1	2019	20.22	0.0	0.148	93.375
13	3	1	2019	21.2575	0.0	0.2	84.95
14	3	1	2019	22.165	0.0	0.1908	79.175
15	3	1	2019	23.1375	0.0	0.2079	73.68
16	3	1	2019	23.3775	0.0	0.0887	73.215
17	3	1	2019	22.655	0.0	0.0127	78.7675
18	3	1	2019	20.715	0.0	0.0	85.1
19	3	1	2019	20.15	0.0	0.0	88.625
20	3	1	2019	19.485	0.0	0.0	92.85
21	3	1	2019	19.85	0.0	0.0	92.25
22	3	1	2019	19.85	0.0	0.0	93.65
23	3	1	2019	19.7875	0.0	0.0	95.025
0	4	1	2019	19.6125	0.0	0.0	97.125
1	4	1	2019	19.7475	0.0	0.0	96.675
2	4	1	2019	19.96	0.0	0.0	93.65
3	4	1	2019	20.0475	0.0	0.0	95.475
4	4	1	2019	20.115	0.0	0.0	96.825
5	4	1	2019	20.395	0.0	0.0	95.775
6	4	1	2019	20.6	0.508	0.0	95.525
7	4	1	2019	20.5375	3.81	0.0	97.75
8	4	1	2019	19.0625	19.556	0.003	98.3
9	4	1	2019	17.57	4.572	0.0142	97.475
10	4	1	2019	17.6075	0.254	0.0225	96.925
11	4	1	2019	17.9775	0.0	0.0372	97.2
12	4	1	2019	18.1325	0.0	0.0675	91.575
13	4	1	2019	17.7225	0.0	0.1292	83.7
14	4	1	2019	17.885	0.0	0.2644	72.1875
15	4	1	2019	18.0675	0.0	0.3866	59.4475
16	4	1	2019	17.6725	0.0	0.2826	52.5925
17	4	1	2019	16.8275	0.0	0.0934	50.5625
18	4	1	2019	15.065	0.0	0.0632	56.3675
19	4	1	2019	14.01	0.0	0.0422	64.1925
20	4	1	2019	13.4325	0.0	0.0358	69.54
21	4	1	2019	12.7375	0.0	0.0294	72.3025
22	4	1	2019	12.1925	0.0	0.0239	75.2225
23	4	1	2019	11.36	0.0	0.0156	77.6725
0	5	1	2019	10.045	0.0	0.0176	74.675
1	5	1	2019	8.9925	0.0	0.0177	74.3625
2	5	1	2019	8.1215	0.0	0.0064	78.31
3	5	1	2019	7.5122	0.0	0.0003	80.63
4	5	1	2019	6.9895	0.0	0.0	82.85
5	5	1	2019	6.6598	0.0	0.0	86.15
6	5	1	2019	6.4628	0.0	0.0	87.825
7	5	1	2019	7.1755	0.0	0.0005	84.1
8	5	1	2019	7.9755	0.0	0.0533	80.0625
9	5	1	2019	8.33	0.0	0.0877	79.5225
10	5	1	2019	8.935	0.0	0.1235	78.0375
11	5	1	2019	9.91	0.0	0.1911	75.845
12	5	1	2019	11.3575	0.0	0.3046	69.4425
13	5	1	2019	12.9775	0.0	0.3555	62.285
14	5	1	2019	14.4125	0.0	0.3714	56.345
15	5	1	2019	15.245	0.0	0.3356	52.0625
16	5	1	2019	15.5875	0.0	0.2673	47.76
17	5	1	2019	15.0425	0.0	0.072	49.1025
18	5	1	2019	13.385	0.0	0.0181	54.9875
19	5	1	2019	11.735	0.0	0.0	61.4375
20	5	1	2019	10.6675	0.0	0.0	67.095
21	5	1	2019	10.225	0.0	0.0	68.3125
