Hour	Day	Month	Year	Tmean(C)	Prcp(mm)	Et0(mm)
0	1	1	2018	3.9797	0.0	0.0
1	1	1	2018	3.8585	0.0	0.0021
2	1	1	2018	3.508	0.0	0.0072
3	1	1	2018	2.785	0.0	0.0122
4	1	1	2018	1.7762	0.0	0.019
5	1	1	2018	1.0072	0.0	0.0193
6	1	1	2018	0.1578	0.0	0.0186
7	1	1	2018	-0.058	0.0	0.0183
8	1	1	2018	-0.4668	0.0	0.0862
9	1	1	2018	-0.4858	0.0	0.1081
10	1	1	2018	0.1545	0.0	0.1473
11	1	1	2018	1.3495	0.0	0.1955
12	1	1	2018	2.1012	0.0	0.2048
13	1	1	2018	2.4435	0.0	0.2237
14	1	1	2018	3.3828	0.0	0.2709
15	1	1	2018	3.7275	0.0	0.2496
16	1	1	2018	3.5	0.0	0.1746
17	1	1	2018	2.5788	0.0	0.0359
18	1	1	2018	1.1765	0.0	0.0199
19	1	1	2018	0.34	0.0	0.0211
20	1	1	2018	-0.4327	0.0	0.0218
21	1	1	2018	-1.2832	0.0	0.0197
22	1	1	2018	-2.0955	0.0	0.0171
23	1	1	2018	-2.807	0.0	0.0127
0	2	1	2018	-3.219	0.0	0.012
1	2	1	2018	-3.6315	0.0	0.0116
2	2	1	2018	-4.1082	0.0	0.01
3	2	1	2018	-4.567	0.0	0.0093
4	2	1	2018	-5.0632	0.0	0.0079
5	2	1	2018	-5.5125	0.0	0.007
6	2	1	2018	-5.9308	0.0	0.0056
7	2	1	2018	-6.1018	0.0	0.0052
8	2	1	2018	-5.354	0.0	0.0656
9	2	1	2018	-4.3012	0.0	0.1099
10	2	1	2018	-2.5665	0.0	0.1863
11	2	1	2018	-0.7905	0.0	0.2523
12	2	1	2018	0.7642	0.0	0.2991
13	2	1	2018	1.7122	0.0	0.3115
14	2	1	2018	2.621	0.0	0.3137
15	2	1	2018	3.3982	0.0	0.2869
16	2	1	2018	3.3735	0.0	0.2261
17	2	1	2018	2.5862	0.0	0.0495
18	2	1	2018	0.874	0.0	0.0268
19	2	1	2018	-0.5088	0.0	0.0164
20	2	1	2018	-1.3005	0.0	0.014
21	2	1	2018	-1.807	0.0	0.0177
22	2	1	2018	-2.0982	0.0	0.0181
23	2	1	2018	-2.3148	0.0	0.017
0	3	1	2018	-3.326	0.0	0.0088
1	3	1	2018	-3.383	0.0	0.0115
2	3	1	2018	-3.6022	0.0	0.0092
3	3	1	2018	-2.8145	0.0	0.015
4	3	1	2018	-2.1878	0.0	0.0196
5	3	1	2018	-1.8782	0.0	0.0235
6	3	1	2018	-1.6338	0.0	0.026
7	3	1	2018	-1.4585	0.0	0.0193
8	3	1	2018	-1.464	0.0	0.0903
9	3	1	2018	-1.617	0.0	0.1251
10	3	1	2018	0.147	0.0	0.2185
11	3	1	2018	2.0198	0.0	0.2824
12	3	1	2018	3.7925	0.0	0.3133
13	3	1	2018	4.797	0.0	0.3104
14	3	1	2018	5.6982	0.0	0.3577
15	3	1	2018	5.613	0.0	0.2741
16	3	1	2018	5.5775	0.0	0.2665
17	3	1	2018	4.7905	0.0	0.0712
18	3	1	2018	2.6608	0.0	0.0383
19	3	1	2018	1.2928	0.0	0.012
20	3	1	2018	-0.6193	0.0	0.0
21	3	1	2018	-0.9082	0.0	0.0041
22	3	1	2018	-0.884	0.0	0.0062
23	3	1	2018	-0.559	0.0	0.0111
0	4	1	2018	-0.959	0.0	0.0124
1	4	1	2018	-1.1388	0.0	0.0194
2	4	1	2018	-1.284	0.0	0.0189
3	4	1	2018	-1.7015	0.0	0.0149
4	4	1	2018	-2.2255	0.0	0.0151
5	4	1	2018	-2.383	0.0	0.0132
6	4	1	2018	-3.0315	0.0	0.0081
7	4	1	2018	-4.4135	0.0	0.0031
8	4	1	2018	-3.8255	0.0	0.0684
9	4	1	2018	-1.509	0.0	0.1623
10	4	1	2018	0.268	0.0	0.2341
11	4	1	2018	2.008	0.0	0.2879
12	4	1	2018	3.5262	0.0	0.3384
13	4	1	2018	4.7605	0.0	0.3586
14	4	1	2018	5.895	0.0	0.3751
15	4	1	2018	6.3123	0.0	0.3693
16	4	1	2018	6.1482	0.0	0.2995
17	4	1	2018	5.151	0.0	0.0648
18	4	1	2018	3.1013	0.0	0.0403
19	4	1	2018	2.3592	0.0	0.0411
20	4	1	2018	1.7155	0.0	0.0293
21	4	1	2018	0.4338	0.0	0.0247
22	4	1	2018	-0.0837	0.0	0.0289
23	4	1	2018	-0.7058	0.0	0.028
0	5	1	2018	-1.9148	0.0	0.0194
1	5	1	2018	-2.457	0.0	0.0169
2	5	1	2018	-3.1205	0.0	0.0103
3	5	1	2018	-4.0917	0.0	0.0
4	5	1	2018	-5.1798	0.0	0.0
5	5	1	2018	-4.705	0.0	0.0063
6	5	1	2018	-5.3178	0.0	0.0
7	5	1	2018	-5.4525	0.0	0.001
8	5	1	2018	-4.6645	0.0	0.0538
9	5	1	2018	-3.2068	0.0	0.1159
10	5	1	2018	-1.3595	0.0	0.1952
11	5	1	2018	1.1125	0.0	0.265
12	5	1	2018	3.2162	0.0	0.3042
13	5	1	2018	4.814	0.0	0.3526
14	5	1	2018	5.7068	0.0	0.2996
15	5	1	2018	6.781	0.0	0.2741
16	5	1	2018	6.8795	0.0	0.1714
17	5	1	2018	6.7152	0.0	0.0511
18	5	1	2018	4.1742	0.0	0.0
19	5	1	2018	1.7188	0.0	0.0
20	5	1	2018	-0.1007	0.0	0.0
21	5	1	2018	-0.7755	0.0	0.0
22	5	1	2018	-1.529	0.0	0.0
23	5	1	2018	-2.1325	0.0	0.0
0	6	1	2018	-2.9532	0.0	0.0
1	6	1	2018	-3.997	0.0	0.0
2	6	1	2018	-4.2693	0.0	0.0
3	6	1	2018	-5.2185	0.0	0.0
4	6	1	2018	-5.2838	0.0	0.0
5	6	1	2018	-5.5365	0.0	0.0
6	6	1	2018	-5.3802	0.0	0.0
7	6	1	2018	-5.9835	0.0	0.0
8	6	1	2018	-5.0287	0.0	0.0319
9	6	1	2018	-1.002	0.0	0.1159
10	6	1	2018	2.5365	0.0	0.2276
11	6	1	2018	4.6848	0.0	0.2888
12	6	1	2018	6.645	0.0	0.3469
13	6	1	2018	7.798	0.0	0.3338
14	6	1	2018	8.24	0.0	0.2794
15	6	1	2018	8.835	0.0	0.2875
16	6	1	2018	8.565	0.0	0.2381
17	6	1	2018	6.9155	0.0	0.0124
18	6	1	2018	3.9898	0.0	0.0
19	6	1	2018	1.7582	0.0	0.0
20	6	1	2018	0.0435	0.0	0.0
21	6	1	2018	-1.395	0.0	0.0
22	6	1	2018	-2.2915	0.0	0.0
23	6	1	2018	-3.0882	0.0	0.0
0	7	1	2018	-3.708	0.0	0.0
1	7	1	2018	-3.8612	0.0	0.0
2	7	1	2018	-3.7662	0.0	0.0
3	7	1	2018	-3.4842	0.0	0.0
4	7	1	2018	-4.3888	0.0	0.0
5	7	1	2018	-3.28	0.0	0.0
6	7	1	2018	-3.8468	0.0	0.0
7	7	1	2018	-4.2678	0.0	0.0
8	7	1	2018	-3.6152	0.0	0.0284
9	7	1	2018	1.2297	0.0	0.1186
10	7	1	2018	4.3488	0.0	0.2145
11	7	1	2018	6.071	0.0	0.3011
12	7	1	2018	7.7952	0.0	0.3568
13	7	1	2018	8.89	0.0	0.3538
14	7	1	2018	9.8125	0.0	0.3455
15	7	1	2018	10.645	0.0	0.3042
16	7	1	2018	10.6225	0.0	0.1794
17	7	1	2018	9.1025	0.0	0.0347
18	7	1	2018	7.6792	0.0	0.0182
19	7	1	2018	7.365	0.0	0.0187
20	7	1	2018	6.636	0.0	0.0136
21	7	1	2018	6.5922	0.0	0.013
22	7	1	2018	6.2032	0.0	0.0051
23	7	1	2018	5.929	0.0	0.001
0	8	1	2018	5.1402	0.0	0.0
1	8	1	2018	4.6158	0.0	0.0
2	8	1	2018	4.3142	0.0	0.0013
3	8	1	2018	3.962	0.0	0.0014
4	8	1	2018	3.0525	0.0	0.0
5	8	1	2018	2.1532	0.0	0.0
6	8	1	2018	2.7098	0.0	0.0
7	8	1	2018	2.861	0.0	0.0029
8	8	1	2018	2.6835	0.0	0.0499
9	8	1	2018	3.4598	0.0	0.0882
10	8	1	2018	4.6375	0.0	0.1281
11	8	1	2018	7.31	0.0	0.1406
12	8	1	2018	9.2825	0.0	0.1093
13	8	1	2018	10.76	0.0	0.1061
14	8	1	2018	12.185	0.0	0.1155
15	8	1	2018	13.56	0.0	0.1262
16	8	1	2018	13.9225	0.0	0.1008
17	8	1	2018	13.855	0.0	0.0367
18	8	1	2018	13.3675	0.0	0.0228
19	8	1	2018	13.19	0.0	0.0212
20	8	1	2018	13.1675	0.0	0.0207
21	8	1	2018	13.3475	0.0	0.0207
22	8	1	2018	13.54	0.0	0.0204
23	8	1	2018	13.87	0.0	0.017
0	9	1	2018	13.72	0.0	0.0119
1	9	1	2018	13.3425	0.0	0.0023
2	9	1	2018	13.37	0.0	0.0
3	9	1	2018	13.5325	0.0	0.0
4	9	1	2018	13.59	0.0	0.0
5	9	1	2018	13.45	0.0	0.0
6	9	1	2018	13.5075	0.0	0.0
7	9	1	2018	13.575	0.0	0.0
8	9	1	2018	13.705	0.0	0.0111
9	9	1	2018	13.915	0.0	0.0318
10	9	1	2018	14.2675	0.0	0.0622
11	9	1	2018	15.575	0.0	0.1469
12	9	1	2018	17.22	0.0	0.2828
13	9	1	2018	18.8975	0.0	0.3638
14	9	1	2018	19.6625	0.0	0.3324
15	9	1	2018	19.28	0.0	0.2967
16	9	1	2018	18.41	0.0	0.137
17	9	1	2018	18.2375	0.0	0.0316
18	9	1	2018	17.4025	0.0	0.0
19	9	1	2018	17.1675	0.0	0.0
20	9	1	2018	17.195	0.0	0.0
21	9	1	2018	17.14	0.0	0.0
22	9	1	2018	16.4725	0.0	0.0
23	9	1	2018	15.685	0.0	0.0
0	10	1	2018	15.4075	0.0	0.0
1	10	1	2018	14.89	0.0	0.0
2	10	1	2018	14.2375	0.0	0.0
3	10	1	2018	14.045	0.0	0.0
4	10	1	2018	13.8775	0.0	0.0
5	10	1	2018	13.45	0.0	0.0
6	10	1	2018	13.195	0.0	0.0
7	10	1	2018	13.245	0.0	0.0
8	10	1	2018	13.475	0.0	0.0205
9	10	1	2018	14.4525	0.0	0.0558
10	10	1	2018	15.7375	0.0	0.1179
11	10	1	2018	18.67	0.0	0.2856
12	10	1	2018	20.4875	0.0	0.2748
13	10	1	2018	21.26	0.0	0.2312
14	10	1	2018	21.6875	0.0	0.1876
15	10	1	2018	21.69	0.0	0.1779
16	10	1	2018	21.73	0.0	0.1477
17	10	1	2018	21.02	0.0	0.0943
18	10	1	2018	19.88	0.0	0.0248
19	10	1	2018	18.995	0.0	0.0167
20	10	1	2018	18.415	0.0	0.0144
21	10	1	2018	18.4675	0.0	0.013
22	10	1	2018	18.3325	0.0	0.0087
23	10	1	2018	17.525	0.0	0.0
0	11	1	2018	17.395	0.0	0.0
1	11	1	2018	17.385	0.254	0.0
2	11	1	2018	17.4025	0.0	0.0
3	11	1	2018	17.4025	0.0	0.0
4	11	1	2018	17.34	0.254	0.0
5	11	1	2018	17.3725	0.0	0.0
6	11	1	2018	17.4375	0.0	0.0
7	11	1	2018	17.445	0.254	0.0
8	11	1	2018	17.58	0.0	0.0095
9	11	1	2018	18.05	0.0	0.0483
10	11	1	2018	18.625	0.0	0.0656
11	11	1	2018	19.2575	0.0	0.0987
12	11	1	2018	20.285	0.0	0.1853
13	11	1	2018	21.145	0.0	0.1665
14	11	1	2018	21.9125	0.0	0.2283
15	11	1	2018	23.045	0.0	0.3157
16	11	1	2018	23.7525	0.254	0.2231
17	11	1	2018	23.0175	0.0	0.0191
18	11	1	2018	20.19	0.0	0.0
19	11	1	2018	19.7175	0.0	0.0
20	11	1	2018	18.8175	0.0	0.0
21	11	1	2018	17.5825	0.0	0.0
22	11	1	2018	17.3775	0.0	0.0
23	11	1	2018	17.625	0.0	0.0
0	12	1	2018	17.6525	0.0	0.0
1	12	1	2018	17.6625	0.0	0.0
2	12	1	2018	17.6275	0.0	0.0
3	12	1	2018	17.66	0.0	0.0
4	12	1	2018	17.48	0.0	0.0
5	12	1	2018	16.945	0.0	0.0
6	12	1	2018	16.7775	1.016	0.0
7	12	1	2018	16.43	9.144	0.0
8	12	1	2018	15.4575	4.064	0.0056
9	12	1	2018	15.8475	1.778	0.0142
10	12	1	2018	15.9525	0.254	0.0233
11	12	1	2018	16.285	0.254	0.0425
12	12	1	2018	16.3275	0.762	0.022
13	12	1	2018	16.665	0.508	0.1499
14	12	1	2018	18.285	0.0	0.2698
15	12	1	2018	18.915	0.0	0.2871
16	12	1	2018	19.3525	0.0	0.2199
17	12	1	2018	17.68	0.508	0.0221
18	12	1	2018	15.9	0.0	0.0089
19	12	1	2018	13.7075	0.0	0.0215
20	12	1	2018	11.395	0.0	0.0167
21	12	1	2018	9.5775	0.0	0.0124
22	12	1	2018	8.0635	0.0	0.0083
23	12	1	2018	6.9098	0.0	0.0114
0	13	1	2018	5.4605	0.0	0.0105
1	13	1	2018	4.4738	0.0	0.011
2	13	1	2018	3.5085	0.0	0.0112
3	13	1	2018	2.3678	0.0	0.0114
4	13	1	2018	1.3358	0.0	0.0115
5	13	1	2018	-0.363	0.0	0.0127
6	13	1	2018	-1.1565	0.0	0.0077
7	13	1	2018	-1.4868	0.0	0.0036
8	13	1	2018	-1.137	0.0	0.0579
9	13	1	2018	-0.2295	0.0	0.1086
10	13	1	2018	0.6815	0.0	0.143
11	13	1	2018	1.5545	0.0	0.1705
12	13	1	2018	2.3785	0.0	0.1988
13	13	1	2018	3.2968	0.0	0.2196
14	13	1	2018	5.0062	0.0	0.2791
15	13	1	2018	6.4695	0.0	0.2687
16	13	1	2018	7.192	0.0	0.2303
17	13	1	2018	6.7402	0.0	0.0507
18	13	1	2018	5.0582	0.0	0.03
19	13	1	2018	3.866	0.0	0.0277
20	13	1	2018	2.6958	0.0	0.0246
21	13	1	2018	1.4475	0.0	0.0167
22	13	1	2018	0.3855	0.0	0.0099
23	13	1	2018	-0.3932	0.0	0.0053
0	14	1	2018	-1.452	0.0	0.0011
1	14	1	2018	-1.7988	0.0	0.0036
2	14	1	2018	-2.2407	0.0	0.0004
3	14	1	2018	-2.6503	0.0	0.0
4	14	1	2018	-2.8723	0.0	0.0
5	14	1	2018	-3.283	0.0	0.0
6	14	1	2018	-3.478	0.0	0.0
7	14	1	2018	-3.8148	0.0	0.0
8	14	1	2018	-3.5278	0.0	0.0458
9	14	1	2018	-1.8725	0.0	0.1094
10	14	1	2018	0.2415	0.0	0.1748
11	14	1	2018	2.4843	0.0	0.2349
12	14	1	2018	4.4838	0.0	0.2812
13	14	1	2018	6.1995	0.0	0.3043
14	14	1	2018	7.6512	0.0	0.2979
15	14	1	2018	8.405	0.0	0.2782
16	14	1	2018	8.6425	0.0	0.2284
17	14	1	2018	8.2082	0.0	0.0563
18	14	1	2018	5.723	0.0	0.0102
19	14	1	2018	2.9888	0.0	0.0
20	14	1	2018	1.5685	0.0	0.0
21	14	1	2018	0.523	0.0	0.0
22	14	1	2018	-0.297	0.0	0.0
23	14	1	2018	-0.3782	0.0	0.0
0	15	1	2018	-0.2325	0.0	0.0
1	15	1	2018	-0.8865	0.0	0.0
2	15	1	2018	-1.8695	0.0	0.0
3	15	1	2018	-2.1618	0.0	0.0
4	15	1	2018	-2.4645	0.0	0.0
5	15	1	2018	-2.8685	0.0	0.0
6	15	1	2018	-2.7585	0.0	0.0
7	15	1	2018	-2.9685	0.0	0.0
8	15	1	2018	-2.238	0.0	0.0296
9	15	1	2018	0.8285	0.0	0.103
10	15	1	2018	4.2547	0.0	0.1967
11	15	1	2018	6.7068	0.0	0.2958
12	15	1	2018	8.528	0.0	0.362
13	15	1	2018	10.03	0.0	0.3742
14	15	1	2018	11.2475	0.0	0.3578
15	15	1	2018	11.9	0.0	0.3183
16	15	1	2018	12.045	0.0	0.2168
17	15	1	2018	11.415	0.0	0.0526
18	15	1	2018	8.5152	0.0	0.006
19	15	1	2018	6.0445	0.0	0.0
20	15	1	2018	4.5428	0.0	0.0
21	15	1	2018	2.7902	0.0	0.0
22	15	1	2018	1.6438	0.0	0.0
23	15	1	2018	1.1708	0.0	0.0
0	16	1	2018	0.5185	0.0	0.0
1	16	1	2018	0.271	0.0	0.0
2	16	1	2018	-0.6552	0.0	0.0
3	16	1	2018	-0.843	0.0	0.0
4	16	1	2018	-1.5082	0.0	0.0
5	16	1	2018	-1.9548	0.0	0.0
6	16	1	2018	-2.1237	0.0	0.0
7	16	1	2018	-2.0755	0.0	0.0
8	16	1	2018	-1.674	0.0	0.0279
9	16	1	2018	3.494	0.0	0.1095
10	16	1	2018	7.254	0.0	0.2298
11	16	1	2018	10.42	0.0	0.3251
12	16	1	2018	12.595	0.0	0.3557
13	16	1	2018	13.8225	0.0	0.3076
14	16	1	2018	14.42	0.0	0.2624
15	16	1	2018	14.935	0.0	0.1962
16	16	1	2018	14.855	0.0	0.091
17	16	1	2018	13.2275	0.0	0.01
18	16	1	2018	10.595	0.0	0.0
19	16	1	2018	8.5372	0.0	0.0
20	16	1	2018	6.9705	0.0	0.0
21	16	1	2018	6.789	0.0	0.0
22	16	1	2018	7.4465	0.0	0.0113
23	16	1	2018	7.0845	0.0	0.0096
0	17	1	2018	7.2788	0.0	0.0094
1	17	1	2018	6.3218	0.0	0.0055
2	17	1	2018	5.2672	0.0	0.0084
3	17	1	2018	4.683	0.0	0.0082
4	17	1	2018	3.924	0.0	0.0106
5	17	1	2018	2.7487	0.0	0.0112
6	17	1	2018	1.6695	0.0	0.011
7	17	1	2018	-0.056	0.0	0.0026
8	17	1	2018	-1.371	0.0	0.0102
9	17	1	2018	-2.204	0.0	0.0133
10	17	1	2018	-2.2615	0.0	0.0698
11	17	1	2018	-1.4432	1.524	0.1222
12	17	1	2018	-0.0748	0.0	0.2036
13	17	1	2018	1.287	0.0	0.2657
14	17	1	2018	1.571	0.0	0.2778
15	17	1	2018	1.2538	0.0	0.2681
16	17	1	2018	0.5172	0.0	0.2286
17	17	1	2018	-0.597	0.0	0.1523
18	17	1	2018	-2.0685	0.0	0.0258
19	17	1	2018	-2.6652	0.0	0.0289
20	17	1	2018	-3.3768	0.0	0.0218
21	17	1	2018	-3.7892	0.0	0.0175
22	17	1	2018	-4.0212	0.0	0.0163
23	17	1	2018	-4.4158	0.0	0.0152
0	18	1	2018	-4.406	0.0	0.0173
1	18	1	2018	-4.7015	0.0	0.015
2	18	1	2018	-5.1032	0.0	0.0135
3	18	1	2018	-5.4855	0.0	0.0125
4	18	1	2018	-5.8888	0.0	0.0086
5	18	1	2018	-6.306	0.0	0.0063
6	18	1	2018	-6.812	0.0	0.0005
7	18	1	2018	-7.1265	0.0	0.0023
8	18	1	2018	-6.571	0.0	0.0549
9	18	1	2018	-4.7242	0.0	0.1152
10	18	1	2018	-2.525	0.0	0.1715
11	18	1	2018	-0.158	0.0	0.23
12	18	1	2018	2.1445	0.0	0.2865
13	18	1	2018	4.2932	0.0	0.3262
14	18	1	2018	6.0255	0.0	0.3268
15	18	1	2018	7.6172	0.0	0.3015
16	18	1	2018	8.19	0.0	0.2349
17	18	1	2018	8.075	0.0	0.0689
18	18	1	2018	5.2012	0.0	0.0
19	18	1	2018	2.171	0.0	0.0
20	18	1	2018	0.725	0.0	0.0
21	18	1	2018	-0.8148	0.0	0.0
22	18	1	2018	-1.7102	0.0	0.0
23	18	1	2018	-2.2322	0.0	0.0
0	19	1	2018	-1.7655	0.0	0.0
1	19	1	2018	-1.9482	0.0	0.0
2	19	1	2018	-2.737	0.0	0.0
3	19	1	2018	-3.7772	0.0	0.0
4	19	1	2018	-4.2838	0.0	0.0
5	19	1	2018	-4.7037	0.0	0.0
6	19	1	2018	-5.1682	0.0	0.0
7	19	1	2018	-5.726	0.0	0.0
8	19	1	2018	-4.765	0.0	0.0271
9	19	1	2018	-0.416	0.0	0.1029
10	19	1	2018	3.7935	0.0	0.2103
11	19	1	2018	7.036	0.0	0.3167
12	19	1	2018	9.3	0.0	0.3892
13	19	1	2018	11.2675	0.0	0.4121
14	19	1	2018	12.9975	0.0	0.4084
15	19	1	2018	13.8125	0.0	0.3522
16	19	1	2018	14.125	0.0	0.2523
17	19	1	2018	13.5225	0.0	0.0771
18	19	1	2018	9.5198	0.0	0.0
19	19	1	2018	6.1745	0.0	0.0
20	19	1	2018	3.492	0.0	0.0
21	19	1	2018	2.5038	0.0	0.0
22	19	1	2018	1.4015	0.0	0.0
23	19	1	2018	0.754	0.0	0.0
0	20	1	2018	-0.1272	0.0	0.0
1	20	1	2018	-0.706	0.0	0.0
2	20	1	2018	-1.3955	0.0	0.0
3	20	1	2018	-1.9115	0.0	0.0
4	20	1	2018	-2.2108	0.0	0.0
5	20	1	2018	-2.4435	0.0	0.0
6	20	1	2018	-2.5058	0.0	0.0
7	20	1	2018	-2.7062	0.0	0.0
8	20	1	2018	-1.6502	0.0	0.0243
9	20	1	2018	3.3825	0.0	0.1128
10	20	1	2018	7.6972	0.0	0.2158
11	20	1	2018	11.2775	0.0	0.3486
12	20	1	2018	13.5025	0.0	0.4317
13	20	1	2018	14.8275	0.0	0.4603
14	20	1	2018	15.61	0.0	0.424
15	20	1	2018	16.1175	0.0	0.3073
16	20	1	2018	16.4425	0.0	0.1601
17	20	1	2018	15.33	0.0	0.0247
18	20	1	2018	12.45	0.0	0.0013
19	20	1	2018	11.1925	0.0	0.0
20	20	1	2018	9.695	0.0	0.0
21	20	1	2018	8.8225	0.0	0.0
22	20	1	2018	8.6275	0.0	0.0
23	20	1	2018	8.2175	0.0	0.0
0	21	1	2018	7.9228	0.0	0.0
1	21	1	2018	7.0842	0.0	0.0
2	21	1	2018	6.5808	0.0	0.0
3	21	1	2018	6.3228	0.0	0.0
4	21	1	2018	6.0262	0.0	0.0
5	21	1	2018	4.554	0.0	0.0
6	21	1	2018	3.653	0.0	0.0
7	21	1	2018	2.9108	0.0	0.0
8	21	1	2018	3.3132	0.0	0.0327
9	21	1	2018	9.553	0.0	0.1487
10	21	1	2018	13.48	0.0	0.2747
11	21	1	2018	16.1175	0.0	0.3782
12	21	1	2018	17.6975	0.0	0.4381
13	21	1	2018	19.02	0.0	0.4564
14	21	1	2018	19.8175	0.0	0.4272
15	21	1	2018	20.4225	0.0	0.3674
16	21	1	2018	20.5975	0.0	0.262
17	21	1	2018	19.785	0.0	0.057
18	21	1	2018	15.55	0.0	0.0
19	21	1	2018	12.7875	0.0	0.0
20	21	1	2018	10.4575	0.0	0.0
21	21	1	2018	8.7125	0.0	0.0
22	21	1	2018	7.9012	0.0	0.0
23	21	1	2018	7.2837	0.0	0.0
0	22	1	2018	7.058	0.0	0.0
1	22	1	2018	6.5458	0.0	0.0
2	22	1	2018	6.0762	0.0	0.0
3	22	1	2018	6.565	0.0	0.0
4	22	1	2018	8.6632	0.0	0.0
5	22	1	2018	11.3825	0.0	0.0
6	22	1	2018	11.3025	0.0	0.0
7	22	1	2018	11.5775	0.0	0.0
8	22	1	2018	12.8175	0.0	0.0357
9	22	1	2018	14.68	0.0	0.0493
10	22	1	2018	16.0225	0.0	0.1094
11	22	1	2018	17.5625	0.0	0.1266
12	22	1	2018	19.255	0.0	0.2139
13	22	1	2018	20.695	0.0	0.2157
14	22	1	2018	21.11	0.0	0.2506
15	22	1	2018	21.5175	0.0	0.2254
16	22	1	2018	21.0075	0.0	0.1276
17	22	1	2018	20.2	0.0	0.0271
18	22	1	2018	19.7425	0.0	0.0084
19	22	1	2018	18.975	0.0	0.0
20	22	1	2018	18.6125	0.0	0.0
21	22	1	2018	18.2525	0.0	0.0
22	22	1	2018	18.3125	0.0	0.0
23	22	1	2018	18.685	0.0	0.0
0	23	1	2018	18.4425	0.0	0.0
1	23	1	2018	18.085	0.0	0.0
2	23	1	2018	17.915	0.0	0.0
3	23	1	2018	17.775	0.0	0.0
4	23	1	2018	17.2575	0.0	0.0
5	23	1	2018	16.975	0.0	0.0
6	23	1	2018	17.11	0.0	0.0
7	23	1	2018	14.99	0.0	0.0354
8	23	1	2018	12.965	0.0	0.2393
9	23	1	2018	12.62	0.0	0.3079
10	23	1	2018	13.42	0.0	0.4505
11	23	1	2018	14.6825	0.0	0.4888
12	23	1	2018	15.8	0.0	0.5733
13	23	1	2018	16.965	0.0	0.5899
14	23	1	2018	18.2625	0.0	0.609
15	23	1	2018	18.8675	0.0	0.5717
16	23	1	2018	18.815	0.0	0.4734
17	23	1	2018	17.875	0.0	0.1206
18	23	1	2018	15.8475	0.0	0.0545
19	23	1	2018	13.56	0.0	0.0237
20	23	1	2018	11.56	0.0	0.0008
21	23	1	2018	10.2025	0.0	0.0245
22	23	1	2018	9.6325	0.0	0.0282
23	23	1	2018	8.98	0.0	0.0274
0	24	1	2018	7.4762	0.0	0.0165
1	24	1	2018	6.6808	0.0	0.0078
2	24	1	2018	6.7228	0.0	0.0117
3	24	1	2018	6.3398	0.0	0.0069
4	24	1	2018	5.8125	0.0	0.0065
5	24	1	2018	4.57	0.0	0.0
6	24	1	2018	2.594	0.0	0.0
7	24	1	2018	2.8577	0.0	0.0
8	24	1	2018	3.7475	0.0	0.0438
9	24	1	2018	5.2172	0.0	0.1451
10	24	1	2018	7.5375	0.0	0.2751
11	24	1	2018	8.8875	0.0	0.3388
12	24	1	2018	9.56	0.0	0.3166
13	24	1	2018	10.9375	0.0	0.3218
14	24	1	2018	11.49	0.0	0.2755
15	24	1	2018	12.6475	0.0	0.306
16	24	1	2018	13.2275	0.0	0.3281
17	24	1	2018	12.3175	0.0	0.0762
18	24	1	2018	11.145	0.0	0.0288
19	24	1	2018	10.265	0.0	0.0324
20	24	1	2018	9.885	0.0	0.0393
21	24	1	2018	9.3175	0.0	0.0394
22	24	1	2018	9.11	0.0	0.0447
23	24	1	2018	7.6482	0.0	0.0215
0	25	1	2018	6.2978	0.0	0.02
1	25	1	2018	5.6073	0.0	0.0074
2	25	1	2018	4.4438	0.0	0.0
3	25	1	2018	3.7862	0.0	0.0069
4	25	1	2018	3.9578	0.0	0.0108
5	25	1	2018	3.0472	0.0	0.0
6	25	1	2018	1.1982	0.0	0.0
7	25	1	2018	1.1618	0.0	0.0
8	25	1	2018	2.6392	0.0	0.0754
9	25	1	2018	6.3172	0.0	0.2109
10	25	1	2018	8.92	0.0	0.3281
11	25	1	2018	10.77	0.0	0.4052
12	25	1	2018	12.63	0.0	0.4576
13	25	1	2018	14.36	0.0	0.4847
14	25	1	2018	15.745	0.0	0.4859
15	25	1	2018	16.2675	0.0	0.4223
16	25	1	2018	16.4125	0.0	0.3319
17	25	1	2018	15.715	0.0	0.0941
18	25	1	2018	12.1925	0.0	0.0022
19	25	1	2018	8.975	0.0	0.0
20	25	1	2018	7.0755	0.0	0.0012
21	25	1	2018	5.0955	0.0	0.0
22	25	1	2018	3.7095	0.0	0.0
23	25	1	2018	3.7172	0.0	0.0
0	26	1	2018	3.3542	0.0	0.0
1	26	1	2018	2.4152	0.0	0.0
2	26	1	2018	1.4217	0.0	0.0
3	26	1	2018	0.4548	0.0	0.0
4	26	1	2018	-0.2598	0.0	0.0
5	26	1	2018	-0.631	0.0	0.0
6	26	1	2018	-1.3732	0.0	0.0
7	26	1	2018	-1.1575	0.0	0.0
8	26	1	2018	1.6755	0.0	0.0428
9	26	1	2018	4.9685	0.0	0.1357
10	26	1	2018	10.0528	0.0	0.2498
11	26	1	2018	14.005	0.0	0.3638
12	26	1	2018	16.1125	0.0	0.4388
13	26	1	2018	17.77	0.0	0.471
14	26	1	2018	18.69	0.0	0.4614
15	26	1	2018	18.8175	0.0	0.3951
16	26	1	2018	18.4875	0.0	0.1977
17	26	1	2018	17.94	0.0	0.0534
18	26	1	2018	16.4125	0.0	0.0008
